"id"	"name"	"country"	"compatibility"	"category"	"updated_date"	"size"	"seller"	"rated"	"requirements"	"bundleid"	"average_current"	"total_current"	"average_all"	"total_all"	"current1"	"current2"	"current3"	"current4"	"current5"	"all1"	"all2"	"all3"	"all4"	"all5"	"fullrank_id"	"created_at"	"updated_at"
756	"Clear – Tasks, Reminders & To-Do Lists"	"United States"	" Universal"	" Productivity"	" Mar 26, 2015"	" 14.9 MB"	" Realmac Software Limited"	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.realmacsoftware.clear"	"4.2"	"305"	"4.2"	"6,630"	"(192)"	"(50)"	"(22)"	"(13)"	"(28)"	"(4,212)"	"(1,120)"	"(468)"	"(289)"	"(541)"	767	"2015-04-01 14:20:33.030275"	"2015-04-01 14:20:33.030275"
757	"Blood Type Diet®"	"United States"	" Universal"	" Health and Fitness"	" Mar 26, 2015"	" 8.6 MB"	" North American Pharmacal, Inc."	"Rated 4+"	" Requires iOS 3.2 or later. Compatible with iPhone, iPad, and iPod touch."	" 2EUQ92MT46.com.4yourtype.btd"	"3.3"	"24"	"3.6"	"122"	"(9)"	"(2)"	"(4)"	"(4)"	"(5)"	"(56)"	"(12)"	"(17)"	"(19)"	"(18)"	770	"2015-04-01 14:20:39.573571"	"2015-04-01 14:20:39.573571"
758	"Authentic Weather"	"United States"	" Universal"	" Weather"	" Mar 26, 2015"	" 6.8 MB"	" Tobias Schneider"	"Rated 12+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" tobiasvanschneider.authenticweather"	"3.2"	"5"	"3.2"	"264"	"(1)"	"(1)"	"(2)"	"(0)"	"(1)"	"(94)"	"(31)"	"(49)"	"(24)"	"(66)"	773	"2015-04-01 14:20:46.242168"	"2015-04-01 14:20:46.242168"
759	"ControlMyWeight ™ - Calorie Counter"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 27, 2015"	" 18.6 MB"	" CalorieKing Wellness Solutions"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.calorieking.iphone.cmw"	"3.2"	"9"	"3.5"	"103"	"(2)"	"(3)"	"(1)"	"(1)"	"(2)"	"(35)"	"(26)"	"(17)"	"(9)"	"(16)"	776	"2015-04-01 14:20:52.901281"	"2015-04-01 14:20:52.901281"
760	"ProTracker Plus WW Watchers Nutrition and Exercise Value Tracker, Database and Calculator"	"United States"	" Universal"	" Health and Fitness"	" Mar 26, 2015"	" 16.6 MB"	" Christian Gossain"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5 and iPhone 6."	" com.christiangossainapps.ProTracker-Plus"	"4.0"	"19"	"4.4"	"799"	"(12)"	"(1)"	"(3)"	"(0)"	"(3)"	"(533)"	"(150)"	"(34)"	"(29)"	"(53)"	779	"2015-04-01 14:20:59.653137"	"2015-04-01 14:20:59.653137"
761	"Secret Photo+Video Vault - The Ultimate Private Photo & Video Manager"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 26, 2015"	" 5.1 MB"	" Zero Cool"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" lockmyfolder"	"3.9"	"75"	"4.5"	"1,715"	"(35)"	"(19)"	"(9)"	"(3)"	"(9)"	"(1,302)"	"(210)"	"(73)"	"(31)"	"(99)"	782	"2015-04-01 14:21:06.230232"	"2015-04-01 14:21:06.230232"
762	"The Impossible Quiz!"	"United States"	" iPhone, iPod touch"	" Entertainment"	" Dec 29, 2014"	" 9.8 MB"	" inXile Entertainment"	"Rated 9+"	" Requires iOS 3.0 or later. Compatible with iPhone, iPad, and iPod touch."	" com.yourcompany.IQ"	"4.5"	"4,514"	"3.8"	"18,256"	"(3,401)"	"(530)"	"(242)"	"(119)"	"(222)"	"(9,919)"	"(2,085)"	"(1,755)"	"(1,262)"	"(3,235)"	785	"2015-04-01 14:21:12.868184"	"2015-04-01 14:21:12.868184"
763	"Frogger: Hyper Arcade Edition"	"United States"	" Universal"	" Games"	" Mar 17, 2015"	" 53.0 MB"	" Konami Digital Entertainment"	"Rated 4+"	" Requires iOS 5.1 or later. Compatible with iPhone, iPad, and iPod touch."	" com.konami.FroggerHAE"	"3.9"	"372"	"3.9"	"372"	"(200)"	"(58)"	"(43)"	"(29)"	"(42)"	"(200)"	"(58)"	"(43)"	"(29)"	"(42)"	788	"2015-04-01 14:21:19.374391"	"2015-04-01 14:21:19.374391"
764	"Coach's Eye - Instant Replay Video Analysis"	"United States"	" Universal"	" Sports"	" Mar 26, 2015"	" 56.6 MB"	" TechSmith Corporation"	"Rated 4+"	" Requires iOS 8.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.TechSmith.CoachsEye"	"3.5"	"13"	"4.6"	"2,285"	"(8)"	"(0)"	"(0)"	"(0)"	"(5)"	"(1,750)"	"(328)"	"(64)"	"(54)"	"(89)"	791	"2015-04-01 14:21:26.840375"	"2015-04-01 14:21:26.840375"
765	"Cut Me In Pro - Easy to use Photo Chop Background Adjuster with Photoshop like effects!"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 26, 2015"	" 114.5 MB"	" Applause PTY LTD"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" gp.com.CutMeIn.Pro"	"4.6"	"200"	"4.3"	"554"	"(144)"	"(42)"	"(7)"	"(4)"	"(3)"	"(345)"	"(119)"	"(29)"	"(18)"	"(43)"	794	"2015-04-01 14:21:33.631653"	"2015-04-01 14:21:33.631653"
766	"Mextures"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 31, 2015"	" 78.4 MB"	" MEREK DAVIS COM, LLC"	"Rated 4+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.merekdavis.Mextures"	"4.5"	"8"	"4.5"	"852"	"(6)"	"(0)"	"(2)"	"(0)"	"(0)"	"(659)"	"(68)"	"(51)"	"(32)"	"(42)"	797	"2015-04-01 14:21:40.330995"	"2015-04-01 14:21:40.330995"
767	"Red Onion - Tor-powered web browser for anonymous browsing"	"United States"	" Universal"	" Utilities"	" Mar 26, 2015"	" 35.6 MB"	" Omar Mody"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.gplexdb.azulbrowse"	"4.6"	"94"	"4.5"	"206"	"(77)"	"(7)"	"(5)"	"(1)"	"(4)"	"(151)"	"(32)"	"(11)"	"(4)"	"(8)"	800	"2015-04-01 14:21:48.315336"	"2015-04-01 14:21:48.315336"
768	"LiveATC Air Radio"	"United States"	" iPhone, iPod touch"	" Travel"	" Mar 17, 2015"	" 6.2 MB"	" Dave Pascoe"	"Rated 4+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" net.liveatc.LiveATC"	"4.1"	"23"	"4.3"	"2,709"	"(15)"	"(2)"	"(2)"	"(1)"	"(3)"	"(1,786)"	"(399)"	"(172)"	"(127)"	"(225)"	803	"2015-04-01 14:21:55.575077"	"2015-04-01 14:21:55.575077"
769	"Tozzle - Toddler's favorite puzzle"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 09, 2015"	" 89.5 MB"	" Benjamin Riegler"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.nodeflexion.Tozzle"	"4.7"	"23"	"4.0"	"2,550"	"(20)"	"(1)"	"(1)"	"(0)"	"(1)"	"(1,445)"	"(363)"	"(241)"	"(183)"	"(318)"	806	"2015-04-01 14:22:02.276520"	"2015-04-01 14:22:02.276520"
770	"DAILY for Craigslist (Universal Version)"	"United States"	" Universal"	" News"	" Mar 10, 2015"	" 22.3 MB"	" Lifelike Apps, Inc"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.lifelikeapps.classifieds"	"4.4"	"78"	"3.8"	"11,594"	"(58)"	"(9)"	"(3)"	"(2)"	"(6)"	"(5,772)"	"(2,175)"	"(840)"	"(664)"	"(2,143)"	809	"2015-04-01 14:22:09.278640"	"2015-04-01 14:22:09.278640"
771	"Hipstamatic"	"United States"	" iPhone, iPod touch"	" Photo and Video"	" Mar 26, 2015"	" 40.6 MB"	" Hipstamatic, LLC"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.syntheticcorp.hipstamatic"	"4.0"	"45"	"3.7"	"11,530"	"(27)"	"(6)"	"(4)"	"(2)"	"(6)"	"(5,793)"	"(1,642)"	"(1,131)"	"(897)"	"(2,067)"	812	"2015-04-01 14:22:15.990255"	"2015-04-01 14:22:15.990255"
772	"Adulticons"	"United States"	" iPhone, iPod touch"	" Entertainment"	" Mar 29, 2015"	" 8.0 MB"	" LicketySplit LLC"	"Rated 17+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.licketysplit.SingleEmoticonApp"	"1.8"	"79"	"1.5"	"263"	"(14)"	"(0)"	"(1)"	"(2)"	"(62)"	"(28)"	"(4)"	"(3)"	"(7)"	"(221)"	815	"2015-04-01 14:22:22.650276"	"2015-04-01 14:22:22.650276"
773	"Reversee - Reverse Image Search"	"United States"	" Universal"	" Utilities"	" Mar 30, 2015"	" 2.2 MB"	" Eduardo Rocha"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.jogos12.Reversee"	"3.4"	"14"	"3.2"	"36"	"(6)"	"(2)"	"(2)"	"(0)"	"(4)"	"(15)"	"(3)"	"(5)"	"(1)"	"(12)"	818	"2015-04-01 14:22:29.081473"	"2015-04-01 14:22:29.081473"
774	"RadarScope"	"United States"	" Universal"	" Weather"	" Mar 31, 2015"	" 23.5 MB"	" Base Velocity, LLC"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.basevelocity.RadarScope"	"4.2"	"10"	"4.0"	"3,009"	"(8)"	"(0)"	"(0)"	"(0)"	"(2)"	"(1,901)"	"(291)"	"(196)"	"(160)"	"(461)"	821	"2015-04-01 14:22:36.049775"	"2015-04-01 14:22:36.049775"
775	"Star Wars®: Knights of the Old Republic™"	"United States"	" Universal"	" Games"	" Mar 17, 2015"	" 1.8 GB"	" Aspyr Media (iDP)"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.aspyr.kotor.ios"	"4.5"	"683"	"4.1"	"6,937"	"(550)"	"(51)"	"(24)"	"(18)"	"(40)"	"(4,682)"	"(604)"	"(432)"	"(355)"	"(864)"	824	"2015-04-01 14:22:42.701909"	"2015-04-01 14:22:42.701909"
776	"Pet First Aid by American Red Cross"	"United States"	" iPhone, iPod touch"	" Medical"	" Mar 26, 2015"	" 41.3 MB"	" American Red Cross"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" org.redcross.petfirstaid"	"4.0"	"5"	"4.2"	"51"	"(3)"	"(0)"	"(1)"	"(1)"	"(0)"	"(33)"	"(6)"	"(4)"	"(3)"	"(5)"	827	"2015-04-01 14:22:49.322239"	"2015-04-01 14:22:49.322239"
777	"Sworkit Pro - Personal Trainer for Daily Circuit Training Workouts, Yoga, Pilates and Stretching Routines That Fit Your Schedule"	"United States"	" Universal"	" Health and Fitness"	" Apr 01, 2015"	" 71.2 MB"	" Nexercise, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" AHorseCalledScarlet.SworkitPro"	"4.6"	"69"	"4.8"	"2,258"	"(52)"	"(11)"	"(3)"	"(2)"	"(1)"	"(1,914)"	"(274)"	"(47)"	"(8)"	"(15)"	830	"2015-04-01 14:22:56.161450"	"2015-04-01 14:22:56.161450"
778	"Tabata Pro - Tabata Timer"	"United States"	" Universal"	" Health and Fitness"	" Mar 17, 2015"	" 4.5 MB"	" SIMPLETOUCH LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.simpletouch.TabataPro"	"4.7"	"143"	"4.7"	"694"	"(115)"	"(19)"	"(6)"	"(2)"	"(1)"	"(574)"	"(84)"	"(17)"	"(8)"	"(11)"	833	"2015-04-01 14:23:03.100164"	"2015-04-01 14:23:03.100164"
779	"Duck Life"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 36.0 MB"	" MoFunZone Inc"	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.mad.ducklife"	"4.2"	"781"	"4.2"	"870"	"(501)"	"(118)"	"(66)"	"(39)"	"(57)"	"(539)"	"(134)"	"(75)"	"(47)"	"(75)"	836	"2015-04-01 14:23:09.543065"	"2015-04-01 14:23:09.543065"
780	"RotoWire Fantasy Baseball Draft Kit 2015"	"United States"	" Universal"	" Sports"	" Mar 26, 2015"	" 23.2 MB"	" Roto Sports Inc"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.rotowire.baseball2015draft"	"4.8"	"51"	"4.8"	"136"	"(42)"	"(8)"	"(0)"	"(1)"	"(0)"	"(117)"	"(16)"	"(0)"	"(3)"	"(0)"	839	"2015-04-01 14:23:16.259563"	"2015-04-01 14:23:16.259563"
781	"Daniel Tiger’s Neighborhood: Play at Home with Daniel"	"United States"	" Universal"	" Education"	" Mar 27, 2015"	" 45.3 MB"	" PBS Kids"	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" org.pbskids.dtigplayhomeuni"	"3.0"	"66"	"3.5"	"846"	"(24)"	"(4)"	"(6)"	"(12)"	"(20)"	"(381)"	"(105)"	"(83)"	"(101)"	"(176)"	842	"2015-04-01 14:23:24.873196"	"2015-04-01 14:23:24.873196"
782	"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 26, 2015"	" 53.0 MB"	" Azumio Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.azumio.iphone.fitnesstrainerpaid"	"4.3"	"164"	"4.4"	"526"	"(98)"	"(35)"	"(17)"	"(4)"	"(10)"	"(360)"	"(92)"	"(35)"	"(12)"	"(27)"	845	"2015-04-01 14:23:31.620692"	"2015-04-01 14:23:31.620692"
783	"Micromon"	"United States"	" Universal"	" Games"	" Mar 17, 2015"	" 707.5 MB"	" ZigZaGame Inc."	"Rated 9+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.mogainteractive.micromon"	"4.6"	"1,110"	"4.5"	"7,240"	"(882)"	"(141)"	"(43)"	"(11)"	"(33)"	"(5,277)"	"(1,101)"	"(400)"	"(155)"	"(307)"	848	"2015-04-01 14:23:38.384194"	"2015-04-01 14:23:38.384194"
784	"TeamSpeak 3"	"United States"	" Universal"	" Social Networking"	" Mar 25, 2015"	" 9.7 MB"	" TeamSpeak Systems Inc"	"Rated 17+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamspeak.teamspeak"	"1.9"	"67"	"2.8"	"404"	"(9)"	"(4)"	"(2)"	"(11)"	"(41)"	"(100)"	"(57)"	"(49)"	"(46)"	"(152)"	851	"2015-04-01 14:23:45.093259"	"2015-04-01 14:23:45.093259"
785	"Pulling USA"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 75.6 MB"	" Michael Bowen"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.bowengames.pullingusa"	"4.2"	"57"	"4.0"	"125"	"(35)"	"(10)"	"(4)"	"(4)"	"(4)"	"(70)"	"(22)"	"(9)"	"(8)"	"(16)"	854	"2015-04-01 14:23:51.894062"	"2015-04-01 14:23:51.894062"
786	"Solitaire by MobilityWare"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 22.9 MB"	" Mobilityware"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.mobilityware.Solitaire"	"4.5"	"697"	"4.4"	"68,957"	"(469)"	"(140)"	"(48)"	"(19)"	"(21)"	"(46,103)"	"(10,998)"	"(5,820)"	"(2,579)"	"(3,457)"	857	"2015-04-01 14:23:58.588328"	"2015-04-01 14:23:58.588328"
787	"SKI TRACKS - GPS TRACK RECORDER"	"United States"	" iPhone Only"	" Navigation"	" Mar 26, 2015"	" 8.3 MB"	" Core Coders Ltd"	"Rated 4+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad 2 Wi-Fi + 3G, iPad Wi-Fi + Cellular (3rd generation), iPad Wi-Fi + Cellular (4th generation), iPad mini Wi-Fi + Cellular, iPad Air Wi-Fi + Cellular, iPad mini 2 Wi-Fi + Cellular, iPad Air 2 Wi-Fi + Cellular, and iPad mini 3 Wi-Fi + Cellular. This app is optimized for iPhone 5."	" com.corecoders.SkiTracks"	"4.9"	"8"	"4.6"	"683"	"(7)"	"(1)"	"(0)"	"(0)"	"(0)"	"(538)"	"(82)"	"(25)"	"(12)"	"(26)"	860	"2015-04-01 14:24:05.755359"	"2015-04-01 14:24:05.755359"
788	"NFL Quarterback 15"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 62.0 MB"	" Full Fat Productions Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.fullfat.ios.quarterback15"	"4.5"	"245"	"4.3"	"731"	"(185)"	"(28)"	"(17)"	"(6)"	"(9)"	"(491)"	"(96)"	"(51)"	"(26)"	"(67)"	863	"2015-04-01 14:24:12.234523"	"2015-04-01 14:24:12.234523"
789	"The Impossible Game"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 26, 2015"	" 11.5 MB"	" FlukeDude Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.FlukeDude.TheImpossibleGame"	"4.5"	"2,108"	"3.8"	"9,409"	"(1,546)"	"(243)"	"(141)"	"(81)"	"(97)"	"(5,192)"	"(997)"	"(891)"	"(705)"	"(1,624)"	866	"2015-04-01 14:24:19.154376"	"2015-04-01 14:24:19.154376"
790	"Voice Translate Pro"	"United States"	" iPhone, iPod touch"	" Business"	" Mar 04, 2015"	" 20.0 MB"	" Intellectual Flame Co., Ltd."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.intellectualflame.translatorvoice.pro"	"4.3"	"65"	"4.3"	"1,091"	"(50)"	"(3)"	"(1)"	"(2)"	"(9)"	"(791)"	"(121)"	"(27)"	"(24)"	"(128)"	869	"2015-04-01 14:24:26.011251"	"2015-04-01 14:24:26.011251"
791	"Pts. Plus Diary, Weight Goal Watchers and Calculator"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 26, 2015"	" 3.4 MB"	" Chris Emberton"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ultimate.points.diary"	"4.5"	"102"	"4.6"	"1,012"	"(65)"	"(27)"	"(6)"	"(1)"	"(3)"	"(718)"	"(223)"	"(34)"	"(15)"	"(22)"	872	"2015-04-01 14:24:32.627188"	"2015-04-01 14:24:32.627188"
792	"Pho.to Lab PRO HD editor: drawing effects, art filters, cards & frames"	"United States"	" Universal"	" Photo and Video"	" Mar 26, 2015"	" 25.3 MB"	" VicMan LLC"	"Rated 9+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.photoprohd"	"4.5"	"34"	"4.7"	"5,203"	"(25)"	"(4)"	"(3)"	"(0)"	"(2)"	"(4,118)"	"(757)"	"(175)"	"(61)"	"(92)"	875	"2015-04-01 14:24:39.398340"	"2015-04-01 14:24:39.398340"
793	"iTrans NYC Subway"	"United States"	" iPhone, iPod touch"	" Navigation"	" Mar 04, 2015"	" 36.9 MB"	" Adam Ernst"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" info.itrans.NYC"	"4.5"	"96"	"4.3"	"5,578"	"(72)"	"(11)"	"(4)"	"(3)"	"(6)"	"(3,440)"	"(1,131)"	"(395)"	"(222)"	"(390)"	878	"2015-04-01 14:24:46.183650"	"2015-04-01 14:24:46.183650"
794	"Mixologist™ Drink & Cocktail Recipes"	"United States"	" iPhone, iPod touch"	" Food and Drink"	" Mar 26, 2015"	" 21.0 MB"	" Cocktail Recipes LLC"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.digitaloutcrop.Mixologist"	"4.4"	"83"	"3.9"	"3,276"	"(50)"	"(22)"	"(6)"	"(1)"	"(4)"	"(1,684)"	"(646)"	"(365)"	"(191)"	"(390)"	881	"2015-04-01 14:24:53.578209"	"2015-04-01 14:24:53.578209"
795	"Wrestle Jump"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 25.4 MB"	" Otto-Ville Ojala"	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad 2 Wi-Fi, iPad 2 Wi-Fi + 3G, iPad Wi-Fi (3rd generation), iPad Wi-Fi + Cellular (3rd generation), iPad Wi-Fi (4th generation), iPad Wi-Fi + Cellular (4th generation), iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPod touch (4th generation), and iPod touch (5th generation). This app is optimized for iPhone 5."	" wrestlejump"	"4.7"	"1,171"	"4.6"	"1,693"	"(923)"	"(150)"	"(60)"	"(16)"	"(22)"	"(1,303)"	"(238)"	"(83)"	"(26)"	"(43)"	884	"2015-04-01 14:25:01.242719"	"2015-04-01 14:25:01.242719"
796	"Storm Shield"	"United States"	" Universal"	" Weather"	" Mar 23, 2015"	" 9.2 MB"	" E.W. Scripps Company"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.wdtinc.stormshield"	"4.4"	"28"	"4.0"	"903"	"(21)"	"(2)"	"(1)"	"(2)"	"(2)"	"(574)"	"(77)"	"(49)"	"(55)"	"(148)"	887	"2015-04-01 14:25:07.853385"	"2015-04-01 14:25:07.853385"
797	"Family Feud™"	"United States"	" iPhone, iPod touch"	" Games"	" Mar 26, 2015"	" 48.0 MB"	" Ludia"	"Rated 4+"	" Requires iOS 3.1 or later. Compatible with iPhone, iPad, and iPod touch."	" com.ludia.familyfeud"	"3.4"	"1,018"	"3.6"	"7,311"	"(405)"	"(144)"	"(123)"	"(117)"	"(229)"	"(3,033)"	"(1,353)"	"(1,033)"	"(670)"	"(1,222)"	890	"2015-04-01 14:25:14.470639"	"2015-04-01 14:25:14.470639"
798	"Water Your Body"	"United States"	" Universal"	" Health and Fitness"	" Mar 26, 2015"	" 39.7 MB"	" Daniel Floyd"	"Rated 9+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.dfloyd.appname"	"4.2"	"6"	"3.2"	"2,033"	"(4)"	"(0)"	"(1)"	"(1)"	"(0)"	"(647)"	"(332)"	"(358)"	"(274)"	"(422)"	893	"2015-04-01 14:25:21.105409"	"2015-04-01 14:25:21.105409"
799	"Elmo Calls"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 70.1 MB"	" Sesame Workshop Apps"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.sesameworkshop.elmocallsapp"	"4.4"	"54"	"4.1"	"1,674"	"(36)"	"(9)"	"(7)"	"(1)"	"(1)"	"(1,071)"	"(220)"	"(112)"	"(91)"	"(180)"	896	"2015-04-01 14:25:27.798543"	"2015-04-01 14:25:27.798543"
800	"Offroad Legends"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 93.5 MB"	" Dogbyte Games Kft."	"Rated 4+"	" Requires iOS 5.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.dogbyte.offroadlegends"	"4.3"	"338"	"4.6"	"21,779"	"(238)"	"(32)"	"(26)"	"(19)"	"(23)"	"(16,139)"	"(3,890)"	"(948)"	"(348)"	"(454)"	899	"2015-04-01 14:25:34.369485"	"2015-04-01 14:25:34.369485"
801	"Pocket Eyes"	"United States"	" iPhone, iPod touch"	" Utilities"	" Mar 26, 2015"	" 1.9 MB"	" Internet ROI, Inc."	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.internetroi.pocketeyes"	"1.8"	"5"	"2.4"	"9"	"(0)"	"(1)"	"(0)"	"(1)"	"(3)"	"(1)"	"(1)"	"(2)"	"(2)"	"(3)"	902	"2015-04-01 14:25:40.923173"	"2015-04-01 14:25:40.923173"
802	"SpotSearch for Spotify (Premium)"	"United States"	" Universal"	" Entertainment"	" Mar 31, 2015"	" 4.0 MB"	" ThunApps AB"	"Rated 12+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.fredrikt.spotsearch"	"2.2"	"52"	"1.7"	"118"	"(13)"	"(2)"	"(2)"	"(1)"	"(34)"	"(16)"	"(2)"	"(3)"	"(3)"	"(94)"	905	"2015-04-01 14:25:47.667341"	"2015-04-01 14:25:47.667341"
